papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
AUAU3;ON NM;PETZCOBASI ON NM;Comércio;3.33;28/05/2026;2.8;3.87;13433500.0;2866440000.0;2708510000.0;31/03/2026;860794000;-206.0;0.0;0.0;93.0;359.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;6835590000.0;544314000.0;2265170000.0;386382000.0;-157932000.0;3091700000.0;0.0;39398000.0
AURA33;DR3;AURA 360 DR3;Mineração;127.45;28/05/2026;42.02;179.86;112275000.0;27681600000.0;28418900000.0;31/03/2026;217196000;126.0;5889.0;216.0;1757.0;725.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;396.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;8585180000.0;1397700000.0;2693960000.0;2134990000.0;737288000.0;1575520000.0;470084000.0;500444000.0
AURE3;ON NM;AUREN ON NM;Energia Elétrica;12.4;28/05/2026;8.94;14.61;48387900.0;13024700000.0;33309100000.0;31/03/2026;1050380000;0.0;-1007.0;-123.0;109.0;1134.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47381500000.0;3571880000.0;7409420000.0;23856300000.0;20284400000.0;11909600000.0;-1293870000.0;-621338000.0
AVLL3;ON NM;ALPHAVILLE ON NM;Construção Civil;0.63;28/05/2026;0.63;2.35;43218.0;123058000.0;696747000.0;31/03/2026;195330000;0.0;-91.0;-69.0;-56.0;-113.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1304640000.0;175794000.0;515027000.0;749483000.0;573689000.0;-221547000.0;-134549000.0;-36021000.0
AXIA3;ON N1;AXIA ENERGIA ON N1;Energia Elétrica;52.7;28/05/2026;27.74;67.15;586514000.0;153643000000.0;199490000000.0;31/03/2026;2915430000;25.0;1610.0;327.0;127.0;4155.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0;0.0;279913000000.0;27677200000.0;55252600000.0;73523600000.0;45846400000.0;121148000000.0;9541180000.0;2629670000.0
AXIA6;PNB N1;AXIA ENERGIA PNB N1;Energia Elétrica;57.9;28/05/2026;29.62;73.5;119558000.0;168803000000.0;214650000000.0;31/03/2026;2915430000;-26.0;1769.0;327.0;139.0;4155.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0;0.0;279913000000.0;27677200000.0;55252600000.0;73523600000.0;45846400000.0;121148000000.0;9541180000.0;2629670000.0
AZEV3;ON;AZEVEDO & TRAVASSOS ON;Construção e Engenharia;0.17;28/05/2026;0.17;0.61;266574.0;100769000.0;304346000.0;31/03/2026;592756000;-556.0;-17.0;-102.0;89.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-165.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1330930000.0;39504000.0;374349000.0;243081000.0;203577000.0;112658000.0;-603823000.0;954000.0
AZEV4;PN;AZEVEDO & TRAVASSOS PN;Construção e Engenharia;0.13;28/05/2026;0.13;0.73;786558.0;77058300.0;280635000.0;31/03/2026;592756000;0.0;-13.0;-102.0;68.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-165.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1330930000.0;39504000.0;374349000.0;243081000.0;203577000.0;112658000.0;-603823000.0;954000.0
AZTE3;ON;AZT ENERGIA ON;Petróleo, Gás e Biocombustíveis;0.21;28/05/2026;0.21;0.69;1286680.0;75411600.0;77129600.0;31/03/2026;359103000;0.0;-968.0;-2.0;31.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;270077000.0;434000.0;4472000.0;2152000.0;1718000.0;245544000.0;-7794000.0;-2472000.0
AZUL4;PN;AZUL PN;Transporte;0.81;22/12/2025;0.55;1.51;0.0;296532000.0;18851000000.0;31/03/2026;366089000;0.0;7.0;1227.0;-8.0;-1031.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31166500000.0;2088030000.0;7227970000.0;20642500000.0;18554400000.0;-3774370000.0;4491650000.0;6020390000.0
AZZA3;ON;AZZAS 2154 ON;Comércio;19.85;28/05/2026;18.5;41.16;76324000.0;4098830000.0;6279830000.0;31/03/2026;206490000;-387.0;493.0;403.0;51.0;3877.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;125.0;0.0;0.0;0.0;0.0;0.0;15193900000.0;1063200000.0;6692580000.0;3244210000.0;2181010000.0;8005540000.0;832019000.0;38596000.0
B3SA3;ON;B3 ON;Serviços Financeiros Diversos;16.5;28/05/2026;11.86;19.84;639585000.0;83267200000.0;82640400000.0;31/03/2026;5046500000;12.0;1680.0;98.0;456.0;362.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145.0;0.0;0.0;38.0;0.0;0.0;0.0;0.0;0.0;48574000000.0;15617000000.0;17945700000.0;14990200000.0;-626862000.0;18255700000.0;4956510000.0;1476970000.0
BALM3;ON;BAUMER ON;Equipamentos;25.18;21/05/2026;16.87;29.05;248.0;246764000.0;198809000.0;31/03/2026;9800000;0.0;1281.0;197.0;155.0;1629.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;144.0;0.0;0.0;191.0;0.0;0.0;0.0;0.0;0.0;282119000.0;68991000.0;207182000.0;21036000.0;-47955000.0;159668000.0;19264000.0;4648000.0
BALM4;PN;BAUMER PN;Equipamentos;20.05;26/05/2026;12.08;20.1;11513.0;196490000.0;148535000.0;31/03/2026;9800000;0.0;1020.0;197.0;123.0;1629.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;144.0;0.0;0.0;240.0;0.0;0.0;0.0;0.0;0.0;282119000.0;68991000.0;207182000.0;21036000.0;-47955000.0;159668000.0;19264000.0;4648000.0
BAUH4;PN;EXCELSIOR PN;Alimentos Processados;93.9;08/05/2026;70.14;93.9;4152.0;490346000.0;412804000.0;31/03/2026;5222000;0.0;0.0;0.0;331.0;2838.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;219614000.0;77542000.0;125168000.0;0.0;-77542000.0;148175000.0;0.0;6163000.0
BAZA3;ON;BANCO DA AMAZONIA S.A. ON;Intermediários Financeiros;69.2;28/05/2026;66.8;88.98;488479.0;3879210000.0;0.0;31/03/2026;56058000;7.0;459.0;1508.0;54.0;12813.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64644400000.0;0.0;0.0;0.0;0.0;7182830000.0;845498000.0;47537000.0
BBAS3;ON;BANCO DO BRASIL S.A. ON;Intermediários Financeiros;20.61;28/05/2026;18.1;27.52;519553000.0;118112000000.0;0.0;31/03/2026;5730830000;-218.0;821.0;251.0;63.0;3255.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;2564000000000.0;0.0;0.0;0.0;0.0;186520000000.0;14385800000.0;3032860000.0
BBDC3;ON N1;BANCO BRADESCO S.A. ON N1;Intermediários Financeiros;15.59;28/05/2026;12.54;18.45;101317000.0;165129000000.0;0.0;31/03/2026;10592000000;-32.0;694.0;224.0;95.0;1638.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0;0.0;0.0;0.0;0.0;0.0;1953400000000.0;0.0;0.0;0.0;0.0;173549000000.0;23777200000.0;5030150000.0
BBDC4;PN N1;BANCO BRADESCO S.A. PN N1;Intermediários Financeiros;17.9;28/05/2026;14.61;21.43;612811000.0;189597000000.0;0.0;31/03/2026;10592000000;-56.0;797.0;224.0;109.0;1638.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;1953400000000.0;0.0;0.0;0.0;0.0;173549000000.0;23777200000.0;5030150000.0
BBSE3;ON NM;BBSEGURIDADE ON NM;Previdência e Seguros;34.58;28/05/2026;29.44;36.41;175617000.0;67133600000.0;0.0;31/03/2026;1941400000;-80.0;730.0;473.0;531.0;651.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;510.0;0.0;0.0;135.0;0.0;0.0;0.0;0.0;0.0;19619000000.0;0.0;0.0;0.0;0.0;12641100000.0;9192500000.0;2139440000.0
BDLL3;ON;BARDELLA ON;Máquinas e Equipamentos;6.0;22/05/2026;6.0;9.9;209.0;9600000.0;184090000.0;31/03/2026;1600000;0.0;-50.0;-1192.0;-4.0;-15791.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;381562000.0;7524000.0;136063000.0;182014000.0;174490000.0;-252658000.0;-19073000.0;-7968000.0
BDLL4;PN;BARDELLA PN;Máquinas e Equipamentos;3.77;25/05/2026;3.15;8.4;10388.0;6032000.0;180522000.0;31/03/2026;1600000;0.0;-32.0;-1192.0;-2.0;-15791.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;381562000.0;7524000.0;136063000.0;182014000.0;174490000.0;-252658000.0;-19073000.0;-7968000.0
BEEF3;ON NM;Minerva ON NM;Alimentos Processados;3.97;28/05/2026;3.61;7.18;70292000.0;3972140000.0;17662500000.0;31/03/2026;1000540000;206.0;558.0;71.0;315.0;126.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.0;0.0;0.0;49.0;0.0;0.0;0.0;0.0;0.0;41644300000.0;10882100000.0;24253400000.0;24572500000.0;13690300000.0;1260430000.0;711778000.0;57658000.0
BEES3;ON;BANESTES S/A ON;Intermediários Financeiros;8.7;28/05/2026;7.04;9.27;87824.0;3023280000.0;0.0;31/03/2026;347504000;93.0;672.0;129.0;124.0;702.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.0;0.0;0.0;0.0;0.0;0.0;40167300000.0;0.0;0.0;0.0;0.0;2439940000.0;449596000.0;90703000.0
BEES4;PN;BANESTES S/A PN;Intermediários Financeiros;8.68;28/05/2026;7.04;9.27;37705.0;3016330000.0;0.0;31/03/2026;347504000;12.0;671.0;129.0;124.0;702.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.0;0.0;0.0;0.0;0.0;0.0;40167300000.0;0.0;0.0;0.0;0.0;2439940000.0;449596000.0;90703000.0
BGIP3;ON;BANESE ON;Intermediários Financeiros;51.74;28/05/2026;27.33;64.2;32197.0;1194260000.0;0.0;31/03/2026;23082000;-147.0;745.0;694.0;123.0;4207.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;0.0;0.0;13093000000.0;0.0;0.0;0.0;0.0;971103000.0;160282000.0;30564000.0
BGIP4;PN;BANESE PN;Intermediários Financeiros;32.82;28/05/2026;23.69;38.95;80111.0;757551000.0;0.0;31/03/2026;23082000;145.0;473.0;694.0;78.0;4207.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104.0;0.0;0.0;0.0;0.0;0.0;13093000000.0;0.0;0.0;0.0;0.0;971103000.0;160282000.0;30564000.0
BHIA3;ON;CASAS BAHIA ON;Comércio;1.38;28/05/2026;1.26;5.15;14082300.0;1346690000.0;7191690000.0;31/03/2026;975865000;-72.0;-37.0;-373.0;76.0;182.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33330000000.0;1532000000.0;15317000000.0;7377000000.0;5845000000.0;1778000000.0;-3644000000.0;-1064000000.0
BIED3;ON;BIOMA EDUC ON;Diversos;8.39;28/05/2026;2.9;10.04;25503.0;223453000.0;254913000.0;31/03/2026;26633200;982.0;-435.0;-193.0;1355.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;398752000.0;18548000.0;51220000.0;50008000.0;31460000.0;16492000.0;-51336000.0;-2595000.0
BIOM3;ON;BIOMM SA ON;Medicamentos e Outros Produtos;6.98;28/05/2026;5.9;10.3;8770840.0;955227000.0;1014310000.0;31/03/2026;136852000;116.0;3971.0;18.0;295.0;236.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;573452000.0;30817000.0;321602000.0;89900000.0;59083000.0;323358000.0;24057000.0;19009000.0
BLAU3;ON NM;BLAU ON NM;Comércio e Distribuição;10.99;28/05/2026;8.54;11.6;2745030.0;2563000000.0;2581110000.0;31/03/2026;233212000;290.0;1051.0;105.0;112.0;984.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;96.0;0.0;0.0;61.0;0.0;0.0;0.0;0.0;0.0;3573700000.0;542184000.0;1827920000.0;560288000.0;18104000.0;2293680000.0;243789000.0;39768000.0
BLUT3;ON;B TECH EQI ON;Outros;5.14;20/09/2022;3.72;8.88;3092.0;26229400.0;32977400.0;31/12/2021;5103000;0.0;-563.0;-91.0;46.0;1109.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;189948000.0;0.0;66000.0;6748000.0;6748000.0;56569000.0;-4662000.0;-685000.0
BLUT4;PN;B TECH EQI PN;Outros;1.52;20/09/2022;1.52;4.0;10453.0;7756560.0;14504600.0;31/12/2021;5103000;0.0;-166.0;-91.0;14.0;1109.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;189948000.0;0.0;66000.0;6748000.0;6748000.0;56569000.0;-4662000.0;-685000.0
BMEB3;ON;BANCO MERCANTIL DO BRASIL S/A ON;Intermediários Financeiros;64.0;28/05/2026;26.71;74.9;463827.0;7918660000.0;0.0;31/03/2026;123729000;454.0;1008.0;635.0;265.0;2412.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;37969500000.0;0.0;0.0;0.0;0.0;2984780000.0;785871000.0;273100000.0
BMEB4;PN;BANCO MERCANTIL DO BRASIL S/A PN;Intermediários Financeiros;85.72;28/05/2026;33.5;86.59;2064220.0;10606100000.0;0.0;31/03/2026;123729000;8.0;1350.0;635.0;355.0;2412.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;37969500000.0;0.0;0.0;0.0;0.0;2984780000.0;785871000.0;273100000.0
